Couplet,Poet
"ڪو ٻري پيو ڪو ڳري پيو ڪو ڀري پيو آهون
تنهنجي پاڙي ۾ سڄي رات ستو ڪو ڪونهي",Ustad Bukhari
"عشق جو آند نه ڪو پاند ٻُڌون ٿا ”استاد“
سونهن جي ذات نه ڪا پات پتو ڪو ڪونهي",Ustad Bukhari
"هونئن ته مِٽيءَ جي چپٽي آهيان،
جيئي سنڌ ته ڌرتي آهيان",Ustad Bukhari
"خاڪي، نوري، فاني، باقي،
سچ پچ ساٿي سڀڪي آهيان",Ustad Bukhari
"عربي، عجمي آهيان ئي پر،
روسي، هندي، چيني آهيان",Ustad Bukhari
"سڀ کان اڳ ۾ انسان اڳ تي،
سنڌي ـــــــ سنڌي، سنڌي آهيان",Ustad Bukhari
"بوڙئي جھڙي منهنجي هستي،
سنڌو واري مستي آهيان",Ustad Bukhari
"سانگين سان گڏ سالگرهه مان،
وڇڙي ويس ته پوءِ ورسي آهيان",Ustad Bukhari
"تاريخ آهيان قوم قويءَ جي،
نه ته مرقد جي تختي آهيان",Ustad Bukhari
"ڏيڍ ڏنگايون ڏاري ڄاڻان،
مظلومن جو مددي آهيان",Ustad Bukhari
"مِهر ته مکڙي ماڪ ـــ ڦڙا مان،
قَهر ته ڪرندڙ بجلي آهيان",Ustad Bukhari
"جوت رتيءَ تي پريت پتنگو،
سنگ سڳندي، رنگي آهيان",Ustad Bukhari
"عشق ۽ عقل حقيقي ساٿي،
سونهن سچيءَ جو سنگتي آهيان",Ustad Bukhari
"آجو پيار ملي پوءِ پيارا،
سولو ويندو سرچي آهيان",Ustad Bukhari
"آزادي استاد تنواريان،
ماڻهن جي مان مرضي آهي",Ustad Bukhari
"نه ڪم نبريو نه غم نبريو، جو نبري ويو سو دم هوندو.
جو نِکري پيو سو سچ سمجهو، جو وِکري ويو وهم هوندو",Ustad Bukhari
"تکوگهوڙو ڊُڪي ڪيڏو، نظر هَسوار جي اڳتي،
زمانو تيز تنهن کان تيز تر، پنهنجو قدم هوندو",Ustad Bukhari
"اسان جي شاعري کي انقلابي دور ۾ کڻجو،
جڏهن هر لفظ پرچم، هر غزل اونچو عَلم هوندو",Ustad Bukhari
"”تَشا“ واري لِڪل تقدير، نه تو سمجهي نه مون سمجهي،
جي ڪجهه سمجهي ته هي سمجهي؛ عمل اَحسن اُتم هوندو",Ustad Bukhari
"ڪا ڪِٿ ليلا ڪو ڪِٿ مجنون، ڪو ڪِٿ گهرجي ڪو ڪِٿ گهربل
ڪا ڪنهن جي لئه اهم هوندي، ڪو ڪنهن جي لئه اهم هوندو",Ustad Bukhari
"بخاريءَ کي اوهان سڀني کان، يارو مان گهڻو ڄاڻان،
ڀلو جي ڀائرن سمجهو ته، رهجي ويو ڀرم هوندو",Ustad Bukhari
"پيار، درياهه آ، درياهه به لَٽجي ٿو وڃي،
نيٺ انسان آ، انسان به مَٽجي ٿو وڃي",Ustad Bukhari
"مان مڃان ٿو ته سڀين پارين سڄڻ سون آهي،
هي غضب ٿيو جو سچو سون به ڪَٽجي ٿو وڃي",Ustad Bukhari
"بعضي بندوق شڪاريءَ جي ڇُٽي ٿي پٺتي،
جو ڦَٽي ٿو ڪڏهن پاڻ به ڦَٽجي ٿو وڃي",Ustad Bukhari
"حُسن آ باز، مگر عشق وڏي آفت آ،
مون ڏٺو آ ته ڪڏهن باز به جهَٽجي ٿو وڃي",Ustad Bukhari
"چند هَٽندي ئي وڏي ويرَ هٽي ويندي آ،
گهُورَ گهٽجي ٿي ته ”استاد“ به گهٽجي ٿو وڃي",Ustad Bukhari
"ملن ٿا مون سان منهنجا ٿي ملن ٿا تون سان تنهنجا ٿي
اي بخاري اکيون کول اهي نه تنهنجا اٿئي نه منهنجا اٿئي",Ustad Bukhari
"اسان سان ڪچهريون ڪيو دوستو
هليا وينداسين اوچتو اوچتو",Ustad Bukhari
"پکي شام ڌاري هي ڪاڏي وڃن ٿا
پوي ڪون ٿو ڪنهن کي ڪوئي پتو",Ustad Bukhari
"اکين ۾ رهن ٿيون اداسي جون شامون
جيئڻ ۾ نـ هاڻي اچي ٿو مزو",Ustad Bukhari
"اسان جي وصيحت نصيحت اها
وٺي حسن جو نانءُ پوءِ پورجو",Ustad Bukhari
"ڀلا ڪو پرينءَ کان ڪيئن جدا ٿئي
ڏکيو ڪيڏو ”استاد“ آ مرحلو",Ustad Bukhari
"نه توکي لهون ٿا نه توکي لڀون ٿا،
يڪو هڪ ٻئي کي وڃايو وتون ٿا۔",Ustad Bukhari
"اسين سمنڊ ناهيون جو ڪو دنگ روڪي،
اسين وقت وانگي اورانگهي لنگهون ٿا۔",Ustad Bukhari
"نه ڪو عشق چرچو نه ڪو حسن چسڪو،
ٻنهي جي مچڻ ۾ پچون ٿا نچون ٿا۔",Ustad Bukhari
"پري کان نهارين ته تاڻيو ملڻ لئه،
ملون ٿا ته اڳتي کان اڳتي وڌون ٿا۔",Ustad Bukhari
"گهڙيء کي گهڙي زندگيون ٿا سنواريو،
ڪتيء کي ڏسي ڪهڪشائون ڪٿيون ٿا۔",Ustad Bukhari
"لُڇون ڇو نه جاني، پڇون ڇون نه پيارا،
نگاهون اٿئون ء زبانون رکون ٿا۔",Ustad Bukhari
"داو ئي اها آ ته ٿيو درد ڀائي،
جدائيء ۾ بيجا بخاري رجهون ٿا۔",Ustad Bukhari
"قوم ٽڪڙا ٽڪڙا ٿيندي ٿي وڃي​
۽ قيامت صغرا ٿيندي ٿي وڃي​",Ustad Bukhari
"وارداتون ويهه هڪ هڪ ڏينهن ۾​
خلق ڳترا ڳترا ٿيندي ٿي وڃي​",Ustad Bukhari
"دوستو!، مسجد امن جي جاءِ آ​
سا به پهرا پهرا ٿيندي ٿي وڃي​",Ustad Bukhari
"عزمي! پيءَ سان پٽ گڏ کلي کائن نٿا​
جاءِ ڪمرا ڪمرا ٿيندي ٿي وڃي",Ustad Bukhari
"مان روز نه پر عيد تي اگهندس ڳوڙها،
تون موڪلي ڏي ريشمي رومال مونکي",Ustad Bukhari
"هر شام شفق اوڙهي آ، ايندي مون ڏي،
هر باک چمائيندي آ، لب لال مونکي",Ustad Bukhari
"گلن جي گلستان تائين نه پهتاسين،
محبت جي ميدان تائين نه پهتاسين۔",Ustad Bukhari
"ڏس ماڻهو چنڊ تي وڃي پهتا بخاري۔
مگر اسين هڪ انسان تائين نه پهتاسين۔",Ustad Bukhari
"خام آ، جنهن جو به آهي هي خيال،
سنڌ ٿيندي ختم اڳ چاليهه سال۔",Ustad Bukhari
"سنڌ رهندي، سنڌي رهندا شاد باد،
بند ڪر افلاهه، ڌارين جا دلال۔",Ustad Bukhari
"گھر گھر برف ڄمي وئي آهي، در در ديپڪ ڳايان ٿو مان،
دڳ دڳ اوندهه اوتي پئي آ، پڳ پڳ جوت جڳايان ٿو مان",Ustad Bukhari
"اٿ ڀونچال، جوالا نچ تون، باغي ڀونءِ جمالو چوندي،
اوٿر ٿو اَلاپ اٿاريان، ڇوليون ڇيرون پايان ٿو مان",Ustad Bukhari
"دهشت گردي دَور سکي آ، حڪمت عملي مون به مٽي آ،
دانهن ڀلي ڏي دور کي ڦٿڪي، گھنگھر توکي گھايان ٿو مان",Ustad Bukhari
"جيئو، جيئڻ ڏيو، ڏاڍو سو گابو، جھيڙو جوٽي بيٺا آهن،
وچ ۾ آءُ رتوڇاڻ آهيان، ڇاجي لاءِ ڇڏايان ٿو مان",Ustad Bukhari
"صديون ڪنڌ ڪٽايا اٿئون، سهسين سنَڌ وڍايا اٿئون،
هڪڙو ڀيرو گڏجو لوڪو، قهري ڪات ڪٽايان ٿو مان",Ustad Bukhari
"ڪارا ڪپڙا، ڳاڙها جھنڊا، ساوا کيت، سنهري ڪرڻا،
سنڌو توکي سينگارڻ لئه، طرحين رنگ رچايان ٿو مان",Ustad Bukhari
"خير ته راڳي، ظلم ته باغي، قرب ته ٻڪرو، قهر ته ڪات،
جرڪي جيئڻ ڪاڻ بخاري، ڪيڏا روپ مٽايان ٿو مان",Ustad Bukhari
"گهانگهري جي چئن گهوٽن جوڪُسڻ
سنڌ جي تاريخ جو ڦٽڪي پوڻ",Ustad Bukhari
"خون مظلومن جو ريلو ٿي هليو
سنڌ جي ڌرتيءَ کڻي منهن کي مليو",Ustad Bukhari
"ڪِن ڪيو پر سو به ڪهڙو احتجاج
جهڙو تهڙو ڄڻ ته کدڙو احتجاج",Ustad Bukhari
"شل نه ٿئي ڪنهن قوم جو خانو خراب
سَنگُ ڪهڙو جي هجي ڪانو خراب",Ustad Bukhari
"جو ڪڇي، تنهن لاءِ ڪارو جيل آهي
جو لڇي، ماري چون: ڌاڙيل آ",Ustad Bukhari
"سنڌ جو چاليهه سالو سلسلو
شير ٿيندو ٿو وڃي هاڻي ٻلو",Ustad Bukhari
"ڪلهه وتي جن سنڌ جي سِرَ ۾ پناهه
چور ڀاڳيا ٿي ويا، ڌرتي گواهه",Ustad Bukhari
"ڪلهه مهاجر قوم جو نعرو لڳو
اڄ انهن جو دهل تي ڏئونڪو لڳو",Ustad Bukhari
"تنهنجي خوشبو پڙهان خطن وانگي
تنهنجا نياپا چمان چپن وانگي۔",Ustad Bukhari
"جوش جهمريون ، ڇهاو ڇيرون ها،
دل ٿي دهه دهه ڪئي دفن وانگي۔",Ustad Bukhari
"تنهنجي محبت لذيذ شاهد آ،
مشڪون مون ڪٽيون مزن وانگي۔",Ustad Bukhari
"خوبصورت خيال جا سپنا،
توکي سمجهيم لطيف فن وانگي۔",Ustad Bukhari
"جومندي ڀون لڇي، پڇيم ڇو ؟ چي۔
آسمان ٿو تڪي ڪفن وانگي۔",Ustad Bukhari
"ڇو نه پهرو مري بخاري ڏئي،
تنهنجو پاڙو مِٺو وطن وانگي۔",Ustad Bukhari
"محبوب موج تنهنجي مستي نه ٿي پوي
سنجيدگي لکڻ جي سستي نه ٿي پوي۔",Ustad Bukhari
"تون جام جام تي ٿو هٿ ساڻ پاڻ پيارين
غلطان ٿي ڪٿي ڪا غلطي نه ٿي پوي۔",Ustad Bukhari
"سنڌوء کان سِينڌ سُهڻي، ڌرتيء کان دل ڪشادي
سنسار، سا ته منهنجي سرتي نه ٿي پوي",Ustad Bukhari
"ڀڙڪن هزار بجليون، تنبن لکين تباهيون
برباد رنگ بو جي بستي نه ٿي پوي۔",Ustad Bukhari
"استاد سان اُتوتي ايڏو نه ٿي زمانا!
اڳتي هلي هي تنهنجو سنگتي نه ٿي پوي",Ustad Bukhari
"پيار ڇا هي، لذيذ خوشبو آ
خار ڇا هي، غليظ بدبو آ۔",Ustad Bukhari
"پيار سان زهر ڏين ته پي ويندم
خار سان کير ڏين ته ٿوٿو آ۔",Ustad Bukhari
"روشني چنڊ جي ڏيئو سمجهون
ريشمي آسمان تنبو آ۔",Ustad Bukhari
"ساٿ ڀرپور ڏي حياتي تون
موت مشهور آ ته مسهو آ۔",Ustad Bukhari
"چوطرف ڀونء جي چڪر ڪاٽي
قرب ۾ ماهتاب قا بو آ۔",Ustad Bukhari
"آء موسي نه سامري يارو
شاعري معجزو آ جادو آ۔",Ustad Bukhari
"ديد استاد جي سڄي دنيا
ساهه آ سنڌ، هانء دادو آ۔",Ustad Bukhari
"پير پيا ٿَو ڦٽيا، هانءُ پيو ٿَو رَڌو، ڪجھ ته اڳتي وَڌو!
جو هَٽيو سو ڪَٽيو، مون کي پَتو، ڪجھ ته اڳتي وڌو",Ustad Bukhari
"زندگي، جنگ جاري جيئڻ جي، مگر امن، انصاف لئه،
پنهنجي قومي حقن لئه اچو ۽ مچو، ڪجھ ته اڳتي وڌو",Ustad Bukhari
"هي جو اجرڪ آ ويڙهيو پيو، تنهن کي ڦاڙيو، اڌو اڌ ڪريو،
هڪڙو سِر سان ڪفن ۽ ٻيو سندرو ٻَڌو، ڪجھ ته اڳتي وڌو",Ustad Bukhari
"سنڌ جي رات آ، وَر وَڪڙ واٽ ۾، قهر جي ڪاٽ آ،
پاڻ وٽ جوت آ، جُنگ جوڌو جَٿو، ڪجھ ته اڳتي وڌو",Ustad Bukhari
"سِرُ تَريءَ تي رکڻ کان اڳي سورمؤ، هوڏي سامهون ڏسو،
سوڀ سهڻيءَ جي سيني تي نظرون رکو، ڪجھ ته اڳتي وڌو",Ustad Bukhari
"پلصراطن کان پوءِ جنتون، مقتلن جي پٺيان منزلون،
ٽهڪ ڦٽندا پريان، پهريان هي ڌڪ ٽپو، ڪجھ ته اڳتي وڌو",Ustad Bukhari
"مان ڏسان ٿو ڌُٻڻ ٿي وئي آهي ڌرتي سڄي ڏيهه جي،
ڪو غربت ۾ گم ٿيو ڪو ڌَن ۾ گتو، ڪجھ ته اڳتي وڌو",Ustad Bukhari
"هائو، آڙاهه آڏو آ، درياهه ٿيو، تيز طوفان ٿيو،
ڪئين به ڪهڙو به، پر ڪو طريقو ڪڍو، ڪجھ ته اڳتي وڌو",Ustad Bukhari
"قطرو قطرو ملي مست درياهه ٿيو، تيز طوفان ٿيو،
انقلابي بنايو ڪچو ۽ پڪو، ڪجھ ته اڳتي وڌو",Ustad Bukhari
"لوڪ بنگلو نه ٽي وي نه وِسڪي نه زردو نه زر ٿو ڦُري،
هو گھُري ٿو اَجھو ۽ لٽو ۽ ڳڀو، ڪجھ ته اڳتي وڌو",Ustad Bukhari
"هو کنڀيو ٿا وڃن ٽي سڌر سنڌ جا، ڀنگ، ٽي لک چيو،
ڌاڙ ڌرتيءَ تي ماڻهو ٿيو جھڙو ڍڳو، ڪجھ ته اڳتي وڌو",Ustad Bukhari
"حيدرآباد برباد، سنڌي نسل، باهه  بيداد ۾،
گھنڊ پيو ٿو گُڙي اِرتقا جو يڪو، ڪجھ ته اڳتي وڌو",Ustad Bukhari
"جاڳ اک ۾ اَٿَو، پنهنجون کوليو اکيون، ڀاڳ هَٿ ۾ اَٿَو،
سوڀ سگھ ۾ اَٿَو، ساٿ جوڙيو سگھو، ڪجھ ته اڳتي وڌو",Ustad Bukhari
"چنڊ سجدا ڪندو آ، عظيم آدميءَ جي قدم تي جھڪي،
پاپ پُرزا ڪندو عزم پنهنجو پڪو، ڪجھ ته اڳتي وڌو",Ustad Bukhari
"عار، استاد ، شاگرد، مزدور، ڪڙمي، سمورا ٻڌو،
گھنڊ پيو ٿو گُڙي اِرتقا جو يڪو، ڪجھ ته اڳتي وڌو",Ustad Bukhari
"جذبات جي ڳالهه نه ڪر، هڪ آگ جو ساگر هو۔
ان رات جي بات نه ڪر، ان رات ته اوٿر هو۔",Ustad Bukhari
"ٻانهن ٿي ٻنهي تنهنجي خوشبو کي وڌو ڀاڪر،
هڪ ساهه جو اندر هو، ٻيو ساهه جو ٻاهر هو۔",Ustad Bukhari
"ماحول ۾ مستي هئي، جو جهول ۾ جوڀن هو،
آڪاس نچيو بيٺي ، چوڏول ۾ جرٿر هو۔",Ustad Bukhari
"هڪ عشق ببر نر ٿي گجڪار ڪري گذريو،
اڌعمر ته جهنگل هو، اڌ عمر رڳو بر هو۔",Ustad Bukhari
"هڪ شوق هو جو پاڳل، هر روپ لڳو پوڄڻ،
ٻيو ڪو به نه هو حاضر، محبوب جو منظر هو۔",Ustad Bukhari
"هر چئونڪ تي پهچي مون ميزان کي پئي ڳوليو،
مونکي هي پتو پيو هو، هن شهر ۾ محشر هو۔",Ustad Bukhari
"هو يار سان خار ڪٺو، استاد ٻه اڌ ٿي پيو،
هڪ ديد ۾ بهتر هو، ٻي ديد ۾ بدتر هو۔",Ustad Bukhari
"توتان قربان ، جند جان منهنجي،
تون زمين آهين آسمان منهنجي۔",Ustad Bukhari
"ڪنهن پڇيو، آس وئي ڪٿان تنهنجي،
هو هلي هينئر وئي هتان منهنجي۔",Ustad Bukhari
"سونهن کان منهن مٽيان ته منڪر ٿيان،
باقي هِن عشق کان آ، بان منهنجي۔",Ustad Bukhari
"آءُ پٽ ڪائنات جو آهيان،
آسمان پيء زمين امان منهنجي۔",Ustad Bukhari
"ڪهڪشان ڊوڙندي چيو چمڪي،
ڪاته طاقت آ پا سبان منهنجي۔",Ustad Bukhari
"گوڙ جڳ جوهو ، شور محشر جو،
ڪوڪ گونجي وئي وچان منهنجي۔",Ustad Bukhari
"ڏات، حقُ اليقين ا ستاد آ،
بات شايد آ بدگمان منهنجي",Ustad Bukhari
"تون سونهن ٿو پسائين احسان جي نموني،
مونکي نه پيار گهرجي ان دان جي نموني۔",Ustad Bukhari
"مضمون حسن جو تو ڇيڙي ڇڏيو آ جاني،
مان ڇو نه عشق آڇيان عنوان جي نموني۔",Ustad Bukhari
"برباد دل جي ڀونء کي مس مس ملي ٿو ڪاٿي،
ڀاڪر بهار، بو سو بستان جي نموني",Ustad Bukhari
"زلفن ۾ يا زنجيرن ۾ ۔ قرب يا ڪڙن ۾،
هي زندگي ته ٿي پئي زندان جي نموني۔",Ustad Bukhari
"خوشبو حبيب جي هئي، بدبو رقيب ڪئي مان،
ڪجهه هير جي طرح ڪجهه طوفان جي نموني۔",Ustad Bukhari
"مسڪين اٿلي پٿلي هر رات پئي پچائي،
ڪنهن تانگهه جي تئي تي دل نان جي نموني۔",Ustad Bukhari
"آدم ، حوا خطا ڪئي آخر ته آدمي هئا،
الله ڇو خفا ٿيو انسان جي نموني۔",Ustad Bukhari
"مينار روشنيء جو او دوست عشق منهنجو،
گوندر گهڻائي آيا گهمسان جي نموني۔",Ustad Bukhari
"آزاد ٿيندو ويندو استاد هي زمانو،
آواز ٿيندو ويندو اعلان جي نموني",Ustad Bukhari
"روز سينگار جان ٿو ائين ڄڻ ته سهڻو اجهو ٿو اچي،
درد دل مان ڪڙا ٿو ڪڍان، ڇو ته منهنجو مٺو ٿو اچي۔",Ustad Bukhari
"خوبصورت نظارا کنيون، ڪهڪشان، چنڊ تارا کنيون،
سونهن جا روپ سارا کنيون، ديد جو دادلو ٿو اچي۔",Ustad Bukhari
"مهڪندو مهڪندو ٿو اچين، مرڪندو مرڪندو ٿو ملين،
اڻ ميو پيار ٿو يار ڏين، مونکي ڏاڍو مزو ٿو اچي۔",Ustad Bukhari
"موت جهڙا مهانڊا کنيون، بت تباهين جا ڀانڊا کنيون،
اک، جهنم جا ٽانڊا کنيون، ڪو ڏهاڙي ڏچو ٿو اچي۔",Ustad Bukhari
"سوچ، اوٿر ٿي ڊوڙي پئي، ديد، منڇر ٿي اٿلي ٿي پئي،
دل جي ڌرتي سا لرزي ٿي پئي، ظاهر آ زلزلو ٿو اچي۔",Ustad Bukhari
"دل فريبي سان دوکو به آ، عشق سان گڏ عقيدو به آ،
قافلو هي قطاريو سڄو، اٽڪلي فلسفو ٿو اچي۔",Ustad Bukhari
"هي آ جيون جي جادوگري، آرزو جستجو ۾ چري،
ڏس ته جيئون ٿا هرهر مري، رنگ رت جو رتو ٿو اچي۔",Ustad Bukhari
"مونکي ڪوٺيو موالي ڀلي، منهنجو ميخانو هن جي ڳلي،
عشق مون وارو اوڏهن وڃي، پڪ ڪري ڪو نشو ٿو اچي",Ustad Bukhari
"ڪير ڪوڙو آ ڪير آ سچو، بحث آهي بخاري ڊگهو،
پاڻ کي ٿو کپي ڀروسو، پرڪٿي ڀروسو ٿو اچي۔",Ustad Bukhari
"اک اک سان وک وک سان ڪئين سُورَ سَلي ٿي پئي،
جنهن جنهن دل ۾ جھاتي پايون جوت جلي ٿي پئي",Ustad Bukhari
"هڪ سرتيءَ تان ٻيو ڌرتيءَ تان سڀ ڪجھ صدقي آ،
ڳليءَ ڳليءَ هي ڳوٺاڻن ۾ ڳالهه هلي ٿي پئي",Ustad Bukhari
"ديس مٿان جنهن سيس سُهايو سا ته سهاڳڻ ٿي،
سون مٿان جنهن سيڻ مَٽايا، نيڻ مَلي ٿي پئي",Ustad Bukhari
"پِرهه ڦُٽيءَ سان تارو تارو ڦَٽَجي ڦَهه ٿي پيو،
رات رليءَ کي مات مِلي وئي، بات بَلي ٿي پئي",Ustad Bukhari
"سرمد وارو دور ڪٿي آ، سياڻو ٿي استاد،
پريت اڄوڪي، ڏاڍي اوکي، چال چلي ٿي پئي",Ustad Bukhari
"سونهن تنهنجي سنگيت جهڙي آ،
گفتگو، لوڪ گيت جهڙي آ۔",Ustad Bukhari
"تنهنجي گهر جي ڀت تي هٿ رکيم، پت ڪر،
ڇو ته مون لئه مسيت جهڙي آ۔",Ustad Bukhari
"پيڙ تي پيڙ، جاري جيوت ۾،
پو به پياري پريت جهڙي آ",Ustad Bukhari
"عشق ۾ شرم، عيب آهي پر،
ڪا حماقت ڪريت جهڙي آ۔",Ustad Bukhari
"اوت، استاد، تنهنجي امرت جو،
جوت تر جي اجيت جهڙي آ",Ustad Bukhari
"ائين دلدار منهنجي دل کي محبت جي ضرورت آ،
جئين دنيا کي بي انداز دولت جي ضرورت آ",Ustad Bukhari
"نهارين ٿو نهاريان ٿو مٺا مرڪين ته مرڪان ٿو،
وڻي ٿي ڳالهه ڏاڍي پر وضاحت جي ضرورت آ",Ustad Bukhari
"اوهان تي سونهن جي چونڪي اسان تي عشق جو پهرو،
حقيقت کي ڀلا ڪهڙي حفا ظت جي ضرورت آ",Ustad Bukhari
"ڍڪي ڇڏ پنهنجي جذبن کي متان استاد پڌرو ٿين،
اديبن جي اڳيان آهين فضيلت جي ضرورت آ​",Ustad Bukhari
"حملو شديد عشق ڪيو، اوچتو نه هو۔
پر دل کي توڙي ديد کي پورو پتو نه هو۔",Ustad Bukhari
"تو اشتياق منهنجو هميشه بکيو رکيو،
ڄڻ ڀيم ڪنهن کي قيد ۾ ملندو ڀتو نه هو۔",Ustad Bukhari
