Couplet,Poet
"گُلابن جي مند ۾ اُڃايل رهيا جي
ٻڌايون انهن ئي چپن جون ڪهاڻيون.",Adil Soomro
"دُور ڪنهن سُرندو وڄايو ٿي ڪِٿي
ڄڻُ ته سُڏڪا ٿي ڀريا ٿَر جي هَوا.",Adil Soomro
"حادثن جو هر طرف آهي هُجوم
سُونهن تُنهنجي ئي سَهاري ٿو اچان.",Adil Soomro
"اڄُ ڇو جذبو ساڳيو ناهي!
تنهنجو چهرو ساڳيو ناهي",Adil Soomro
"ڪنهن ڪونه ٻُڌي ڪوتا
رستَن کي ٻُڌائي هُئي.",Adil Soomro
"محبت ئي مسجود اسان جو
سونهن سندا ساٿاري آهيون",Adil Soomro
"ڪاريءَ جو آواز اُجھامڻ وارو آ
رائيفل جي ناليءَ ۾ گولي ڦَٿڪي ٿي.",Adil Soomro
"ڌرتيءَجا پوڄاري آهيون
پاڻ سڀئي ڏوهاري آهيون",Adil Soomro
"جن تان گذري تون وئي آن
سارا چارا ڳائن ٿا",Adil Soomro
"ٿر مٿان ٿڌڪار ڪندڙ ئي
سارنگ سان سهڪاري آهيون",Adil Soomro
"سارنگيءَ جي سيني جهڙو
مون ۾ دردُ سمايل آهي",Adil Soomro
"اوپرن جيان هُوءَ هِتان گُذري وَئِي.
يادِ ڄڻُ ڪا ذهنَ تان گُذري وَئِي.",Adil Soomro
"ڦورُو ٽولن لاءِ سدائين
آڳ، مٿان آنڌاري آهيون",Adil Soomro
"نه مُرڪون نه ميڙا، نه سهرا، جَمالا
دُکي آهي تُنهنجي ڀٽائي زَمين.",Adil Soomro
"راتِ جو نڪري نٿو ڪو گھَر منجهان
ڳوٺَ وارن چنڊَ کي وڪڻِي ڇڏيو.",Adil Soomro
"اوهان جي ڳَلن جي گُلابن کي ڏسندي
اُڃايل چپَن جا ڪنارا ٿا مُرڪن.",Adil Soomro
"تُنهنجي ڪاوڙ ڪربلا مون لئه بَڻي
دردَ جي دستارَ ۾ ويڙهيو پَيو آن.",Adil Soomro
"تُون ته مُرڪي سڀن ڏي نهاريو مگر
تُنهنجي مُرڪن ۾ پنهنجي پَتي ڪانه هُئي.",Adil Soomro
"مون وٽ جا پرڀاتِ ٻَري ٿي.
اُن ۾ تنهنجي باتِ ٻَري ٿي.",Adil Soomro
"ڪو پکي ترسي نه ٿو ڪنهن لام تي
آشتي ڀڃ ڊاههَ ۾ گُم ٿي وَئي.",Adil Soomro
"سياست جي ست رنگي دنيا
ڪهڙا ڪهڙا روپ ٿي ڌاري",Adil Soomro
"چيٽَ سهڻا ڪيئن نه ٿا ڇُرجي وڃن
اجرڪن تي پورُ ٿو ڊوڙي پيو",Adil Soomro
"جڏهن قرب جي ڪا وڃو ناوَ ڪاهي
خُدارا اسان کي ڪناري نه ڇڏجو",Adil Soomro
"دل کان ويندي ديول تائين
اوڌر تي ايمان پيا هن",Adil Soomro
"خواب اسان جا رستي ۾ ڪيئن ٿَڪجي پيا!
راهوڪيءَ ۾ فاضل راهُو سوچي ٿو.",Adil Soomro
"ماڙين منجھ ٿا ٽهڪ ٽڙن
جھُوپي ۾ رهجي ويو سڏڪو",Adil Soomro
"مون لئه ٻئي مقدس آهن
دلبر تنهنجو درُ ۽ سنڌُ",Adil Soomro
"بي سبب توکي روئاري مون ڇڏيو
هاڻِ ان احساسَ ۾ ڀوڳيان پيو.",Adil Soomro
"مُنهنجون ٻانهُون ڦهليل آهن
تو ورتو انڪار جو رستو.",Adil Soomro
"آءُ ته گڏجي کلي وٺون ٻئي
هڪڙو ٽهڪ بچايل آهي.",Adil Soomro
"هاڻي يادُن جي اُڏامي ٿي رَئي
سُندر لمحا ٻيٽَ تي رَهجي وَيا.",Adil Soomro
"اُنهيءَ اُس ۾ ئي آ هلڻو مُسافر
هُو سُورج اسان ڏي ٺَري ڪونه ايندو.",Adil Soomro
"زماني جُون تلخيون وساري سموريون
اسان گُل ورهايا جَنم ڏينهنَ تي.",Adil Soomro
"دل ويچاري وئي مَڃي منهنجو چَيو
پرَ اکين جون عادتون ساڳيون رهيون.",Adil Soomro
"هرڪو جُملو ڄڻُ ته حملو ٿو ڪري
دوستيءَ جو هي نهَ ٿو لهجو لڳي.",Adil Soomro
"ڪيڏو تاءُ اکين ۾ تنهنجي
ڄڻُ خنجر جي ڀرسان آهيان",Adil Soomro
"رُوپ سڀُ تخليق جا سُهڻا هُئا
مون کي پَر تن جي ڌڻيءَ موهَي ڇڏيو.",Adil Soomro
"ڪنڊن جهڙا لفظ چوي ٿي
ڄڻُ ٿوهر جي ڀرسان آهيان",Adil Soomro
"پيار وارو دورُ ٿو ڊوڙي پيو
ڄڻُ ته من ۾ مورُ ٿو ڊوڙي پيو",Adil Soomro
"هَر خوشي خنجر هڻي ٿي آس کي
دردَ جي بنواسَ ۾ ڀوڳيان پيو.",Adil Soomro
"منهنجي ڊائريءَ ۾ آ ڦهليل
تنهنجي ئي لفظن جي خوشبو",Adil Soomro
"دل آهي ديوار مٽيءَ جي
وڏو ڦڙو ٿيو پيارُ پروڪو",Adil Soomro
"ڪين رکُ تون دوستي مونسان ڀلي
پر نه دشمن جو رويو ڌار تون",Adil Soomro
"ڪين ڀُلجي ڀي نهاري ٿو ڪڏهن
اُلفتون مون ڏي وڌيون سڀُ اوپريُون.",Adil Soomro
"مون ته واٽون سڀُ نهاريون پَئي مگر
هُوءَ الائي جي ڪِٿان گُذري وَئِي.",Adil Soomro
"ڪنوارـ ٻوٽِيءَ جيان هوءَ ته وَئي شرمائجي
مون سان هُن جي ڄڻُ ته حجابن ڳالهايو.",Adil Soomro
"ٽهڪ ميلا ۽ هي وڇوڙا ئي
زندگيءَ جُون عَلامَتون آهن.",Adil Soomro
"تُون ڏئين ٿي ٽهڪ مُنهنجي حالَ تي
مُنهنجي دل ۾ ڄڻُ ته ٿو ڪوڪو لڳي.",Adil Soomro
"صدين کان سَوالي حَويليءَ جي دَرَ تي
هي معصوم اکڙيون ۽ خالي ڪي جھوليون.",Adil Soomro
"ريشمي ڪنهن خُواب جيان مونکي لَڳن
ڪي گھَڙيون تو وٽ گُذاري ٿو اچان.",Adil Soomro
"ڪوبه آکيرو نه ٿيو مايوس آ
جو پکين  ۾ روشني آهي اڃان.",Adil Soomro
"جو ڏنو مون دوستَ کي تُحفو ڪري
سو ڪَٻاڙيءَ جي مليو هَٽَ تان ڪتابُ",Adil Soomro
"پرين تنهنجي پيرن جي هيٺان اچي جئن
تڏهن نانءٌ تنهنجي پڌر تي لکيو هو.",Adil Soomro
"ناتر جھومي نيٺ ٿڪي آ
ڪارونجھر تي باک ڦُٽي آ",Adil Soomro
"وارياسو وڻڪارُ ٿي سمجھي.
مُرڪي ڏسڻ کي پيارُ ٿي سمجھي.",Adil Soomro
"بارش جا ايندڙ ڏکن جي گھڙين لئه
اسان ٽهڪ ٿورا رکيا هن بچائي",Adil Soomro
"مان ٻڍائپ ۾ به توکي چاهيندس
ناههِ توسان پيار منهنجو عارضي",Adil Soomro
"آس اڏرڻ جي، پکين جيان هُئي مگر
حالتن جي ڄارَ ۾ ويڙهيو پَيو آن.",Adil Soomro
"ويس گيڙوءَ ۾ هتي آهي غزل
سنڌ ۾ سونهين نه چوغو فارسي",Adil Soomro
"هتي جوتِ منهنجي آهي ڪهڙي ڪم جي
اهو جملو ڏِيئَي قبر تي لکيو هو.",Adil Soomro
"توکي ڀي اڄُ ڪين وڻون ٿا
ڀاڳ به پنهنجو ساڳيو ناهي",Adil Soomro
"جنوريءَ ۾ جُون جهڙي ڪا چُمي
ڄڻُ چپن جي ڀَر منجھان گُذري وَئِي.",Adil Soomro
"ٿاريليءَ جو گجُ ٿو مرڪي
ڏهر ڏهر تي باک ڦُٽي آ",Adil Soomro
"جيڪو سمنڊَ سُڏڪي لهرن تي لکيو هو.
اُهو گيتُ ٻيڙين ڪپَرَ تي لکيو هو.",Adil Soomro
"وڻَ سڀئي سُڏڪن ۾ پئجي ها ويا
گيتُ ڪوئل هو جڏهن آلاپيو",Adil Soomro
"تو سِوا مون کي لڳيون سڀُ اوپريُون
شهرَ تنهنجي جون گھٽيون سڀُ اوپريُون.",Adil Soomro
"ديس ڌاران ڪا سُڃاڻپ ناهي دوست!
ڀل هجين بامبي ۾ تون مالڪ لکن",Adil Soomro
"اِهو عشق اهڙو ته ظالم آ، جنهن
وطن جي اسان کا ڇڏائي زَمين.",Adil Soomro
"هي عاشقن جون رسمون اظهارَ جا بَهانا
هُن کي گُلابُ ڏَئي آ ڏِياريِءَ جي شامَ جو.",Adil Soomro
"مايوسيءَ جي مند ۾ پنهنجي
ديسين لئه دلداري آهيون",Adil Soomro
"بس ائين ئي لوڪَ سان ڌِڪجي ويا سي
حالُ پنهنجو نئين صَديءَ جهڙو نه هو.",Adil Soomro
"ساجَن ڏي جو رستو آهي
سوئي آهي دارَ جو رستو",Adil Soomro
"ڪيتري تبديل دُنيا ٿي وئي
پنهنجي گھرَ جون حالتون ساڳيون رهيون.",Adil Soomro
"اوهان جي اچڻ تي بتيون خُواب ٿيا ها.
گُلن جون اوهان لئه پَتيون خُواب ٿيا ها.",Adil Soomro
"پيار نه آهي حاصل ٿيندو
تعويذن ۽ ڍارن سان",Adil Soomro
"ياد ٻيو ڪُجھه ڪين ٿو مونکي رَهي
تنهنجي ئي مان سارَ ۾ ويڙهيو پَيو آن.",Adil Soomro
"تنهنجي وَئي کان پوءِ ٿيو احساسُ هي
زندگي ڄڻُ مون وٽان گُذري وَئِي.",Adil Soomro
"”ناهي گھرجَ تنهنجي اچڻَ جي هتي“
تو مون لئه ڇو پنهنجي درَ تي لکيو هو.",Adil Soomro
"آءٌ ته ان ۾ پاڻَ ئي اٽڪڻُ ٿو چاهيان
تُنهنجي اکين جو ڇالئه جادو سوچي ٿو.",Adil Soomro
"دردَن کان لِڪائي هُئي،
مون مُرڪ بچائي هُئي.",Adil Soomro
"اسان کي سو سهڻا وساري نه ڇڏجو
ڏئي پيار دل مان ڌڪاري نه ڇڏجو",Adil Soomro
"پاڻَ اچن ڀَلُ پاڻَ اچن
ڪين کَپن خيراتي سپُنا.",Adil Soomro
"هونئن ته منهنجو دوستُ آ پيارو مگر
ڪين ٿو مُرڪي ڏسي تو جيان ڪِتابُ.",Adil Soomro
"سوچَ تي آلودگيءَ جو هيءُ اثرُ
دلين ۾ ڪاراڻ ٿيندي پَئي وَڃي.",Adil Soomro
"هُن ٿي ڏٺو دَريءَ کان ۽ مينهن ٿي وسيو.
بيٺو رهيس اُتي مان ۽ مينهن ٿي وسيو.",Adil Soomro
"پرينءَ ملڻ جا گذريا پل
راشن جي ته قطارن ۾",Adil Soomro
"علم وارن جا ادبي ميڙَن ۾
مسخَرن جون صَدارتُون آهن.",Adil Soomro
"آڱريون ڪُجھه پاڻَ ۾ ڳالهيون ته ڪَن
تون انهن کي ائين جُدا ڇوٿي ڪرين.",Adil Soomro
"پرين! اوهانجي نيڻن جا
ڄڻُ ته اشارا ڳائن ٿا",Adil Soomro
"ڪنهن ٻُڌايو ڪينَ تُنهنجو ڏسُ پَتو
مُون ته روهڙيءَ ۾ڪَئي تُنهنجي پُڇا.",Adil Soomro
"وئي وکيري وقت جي هلڪي هوا
پيار تنهنجو ڀي هيو ڄڻُ ڪاغذي",Adil Soomro
"اَڄُ به سُتل آ جَکرو پنهنجي بنگلي ۾
دروازي تي خالي جھولي ڦَٿڪي ٿي.",Adil Soomro
"حُسن تُنهنجو لوڪُ ٿو پاڳل ڪري
رُونُمائي ڪينَ ٿي ايڏي ٺَهي.",Adil Soomro
"اوچائين تي جيڪو رسندو
آخر هيٺِ ته ڪِرندو سائين.",Adil Soomro
"نيڻ اُجھاميا واٽن تي
ڏيئا ٻرن ٿا جارن ۾",Adil Soomro
"سَدا اُڀُ آهي ستارن سان مُرڪيو
۽ ڌرتيءَ جي دل ۾ دُکن جون ڪهاڻيون.",Adil Soomro
"ويساهن ۾ ڦاسي جندڙي!
پنهنجن کان ئي رولي آهين",Adil Soomro
"تو جا اکين سان ڪَئي آ.
ڳالهه وڻي سا وَئي آ.",Adil Soomro
"”مونکي تُنهنجي آهي وڻندي شاعري“
راءِ سا تُنهنجي مونکي تمغو لڳي.",Adil Soomro
"سوچن ويٺا پاڻ ۾ ٽيئي
ساڌ ٻيلو، سکرُ ۽ سنڌُ",Adil Soomro
"تون جي آهين ته آهي اها عاشقي
تون وڃين ٿي ته سَچي پوءِ ٻُڏي ٿي وڃي.",Adil Soomro
"وڄُن وارَ ڇوڙيا ننگر پارڪَر تي
وري هِن شهر ڏي ٿَري ڪونه ايندو.",Adil Soomro
"پٿر ڪنڊا شيشا جنهن تي
دلبَر جي ديدار جو رستو.",Adil Soomro
"راتِيُون جاڳي دُکندو آهيان.
گيتُ تڏهن ڪو لکندو آهيان.",Adil Soomro
"گرم جُملا ٻيٽَ تي رهجي ويا.
سردُ سُڏڪا ٻيٽَ تي رَهجي وَيا.",Adil Soomro
"گُم ٿيڻ جو آهي خطرو اهڙي گھاٽي جھنگَ ۾
تنهنجي وارن ۾ گھُمي پوءِ آڱريون سوچڻَ لَڳيون.",Adil Soomro
"ايندڙ ۾ سَوَ آسون آهن
ويندڙ جو ڪهڙو وشواس",Adil Soomro
"ڪوئي تحفو ڏيڻ ضروري آ
خالي رشتن ۾ ڇا رکيو آهي",Adil Soomro
"ڪنهن به ديس ۾ گونجي پر
دانهن جي ٻولي ساڳئي آهي",Adil Soomro
"سگھَ سان ئي خواب کي ساڀيا ملي
هر گھٽيءَ ۾ زورُ ٿو ڊوڙي پيو",Adil Soomro
"دل، سرڪاري پلاٽُ ته ناهي!
گھڙيءَ ۾ ويندي جو والاري",Adil Soomro
"سنگھرن ۾ ڪيئن قيد ڪندين!
خوشبو جان چؤڌاري آهيون",Adil Soomro
"سڀن نانءَ پنهنجي پرين جا کنيا پر
اسان سنڌ! ويٺا سين تنهنجو سڏائي",Adil Soomro
"گھايل ويندا نيٺِ ڪَري هي
ساڀيائن جي ڇاتي سپُنا.",Adil Soomro
"گھڙيءَ لئه پنهنجو جوڀن پسائي
ويو منهنجي نيڻن جا ڏيئا اُجهائي",Adil Soomro
"سي ئي پل سجايا پنهنجا
گذريا جي تو پارن سان",Adil Soomro
"نيڻَ اوهان جي نيڻن ۾ جو اَٽڪي پَيا.
اُن کانپوءِ بَس صدمن ۾ جو اَٽڪي پَيا.",Adil Soomro
"مون گُناهه پوکيا
تو ثوابُ آ رکيو.",Adil Soomro
"توکي ڏسندي گيت رچيم
هونءَ ته مون ۾ ڏات نه ڏانءُ",Adil Soomro
"منهنجو روح سدائين ريجھو
خوشبو، گيتن، ٻارن سان",Adil Soomro
"تُون ڏاٽن، هَرن ۽ جنڊن کان پُڇي ڏسُ
لڦُن سان سجايل هٿن جون ڪهاڻيون.",Adil Soomro
"سُونهن جي هڪَ سانوريءَ موهي ڇڏيو.
واٽَ ويندي ڪامڻيءَ موهَي ڇڏيو.",Adil Soomro
"شام جو اچڻي آن تون ۽ مان هتي
صبح کان سينگار ۾ ويڙهيو پَيو آن.",Adil Soomro
"ڪو تصور ٿو ڪيان دلڪش جڏهن
عڪس منهنجي ذهن ۾ تنهنجو ٺهي",Adil Soomro
"”رات راڻيءَ“ کان وڌ هوندي آ
پيارن ۽ پنهنجن جي خوشبو",Adil Soomro
"اچي شهر مان هُو ڪَوي، شاعري
وڻن کي ٻُڌائي هَليو ٿو وَڃي.",Adil Soomro
"منهنجي جذبن جا سَدا ڏيئا اُجھيا
تنهنجو لهجو ڇو هَوا آ ٿي ويو.",Adil Soomro
"وار پنهنجا هوا ۾ تو ڇوڙي ڇڏيا
سمنڊ ڇولين ۾ ڄڻُ ڪا اچي وئي اٿل",Adil Soomro
"ڍنڍ اکڙين ۾ ٿيا، لُڙڪ تنهنجا ڪنول
مان ڏسان ٿو ڪنول ۽ لکان ٿو غزل",Adil Soomro
"هيکل جندڙي هُن کي ساري
خوابن کي پئي واڻيَ ٿي.",Adil Soomro
"ڇو نه سمجھي سگھين پيارُ مُنهنجو پرين
ڳالهه مون جا چَئي سا، ڏُکي ڪانه هُئي.",Adil Soomro
"سُونهن تنهنجو عظمتون ساڳيون رهيون
عاشقن لئه تهمتون ساڳيون رهيون.",Adil Soomro
"دل ۾ جاڳي دردُ ٿو
مُرڪ چپن تي پَئي آ.",Adil Soomro
"اندَرَ ۾ ڄڻُ سمُنڊُ آ ڪوئي
ڇوليون ڇوليون ڇُلندو آهيان.",Adil Soomro
"زندگي مونکي مُنجھائي ڪين هئي ڪنهن پَل سگھي
سُونهن جي مون کي سدائين رهبري هوندي هُئي.",Adil Soomro
"هرڻيءَ وانگر ڇرڪين ڇو ٿو؟
مُنهنجو پيارُ شڪاري ناهي.",Adil Soomro
"مسجد ۾ مايُوسي آهي
۽ مندرُ آ خوفَ ۾ ورتَلُ.",Adil Soomro
"سڀئي خُواب پنهنجا ويا گھائجي هِن
هي سنگرام جهڙي حَياتي اَسانجي.",Adil Soomro
"جنهن ۾ نه ذڪر تُنهنجو
سا سِٽَ اجائي هُئي",Adil Soomro
"ديس جي ڌرتي جڏهن آهي رُني
ڪين پوندا هِن تڏهن شاعر سُمهي",Adil Soomro
"بارودن کي ڳاري ٺاري
ڌرتيءَ تي ڇڏ گُل پٿاري",Adil Soomro
"سڀئي دوست پنهنجا سنجيده ويا ٿي
نه مرڪي ٿو ڪوئي، نٿو ڪو کلائي",Adil Soomro
"سڙيل گھر تي باک ڦُٽي آ
درد شهر تي باک ڦُٽي آ",Adil Soomro
"جن کان رُسي چنڊُ ويو آ
ڳالهيون ڪن ٿا تارن سان",Adil Soomro
"گُلَ سڀئي مغرور توڙي ٿي ويا،
پوپٽن جو چاهتون ساڳيون رهيون.",Adil Soomro
"جھولَ م ڪُجھهُ ٽهڪَ آڻي تُنهنجي لئه
دردَ سڀُ گھرَ ۾ سُمهاري ٿو اچان.",Adil Soomro
"شاهه هجان ها جيڪر آنءُ
گڏ لکجي ها توسان نانءُ",Adil Soomro
"کيسي ۾ جي سپُنا ٿَئي
تولئه ڏکيا رستا ٿئي.",Adil Soomro
"ڪيسين دردَ پنهنجي دلين ۾ دُکايون.
اوهان کي نه سائين! ته ڪنهن کي ٻُڌايون.",Adil Soomro
"ڪيتري معصوم هُئي ۽ بيخبر
ڇوڪري جا چاههَ ۾ گُم ٿي وَئي.",Adil Soomro
"چنڊُ تارن جي ڦُلن ڀرسان
ڄڻُ ڪو ٻارُ بُکايل آهي.",Adil Soomro
"مون ته دل جي اکين جي ڳالهه ڪئي
تنهنجي نيڻن ۾ ڇا رکيو آهي",Adil Soomro
"هيءَ به هڪڙي سوڀَ اٿئي
يارَ لئه وٺجي هارَ جو رستو.",Adil Soomro
"من اندرَ ۾ گھاوَ ڏيندي ٿي وڃي
ڪا ڳُجھي تلوارَ آهي شاعري.",Adil Soomro
"پيار ۽ سائنس جو ڪهڙو واسطو
تُون تجربا ايترا ڇوٿي ڪرين.",Adil Soomro
"هوءَ به اڻڄاڻُ ٿيندي پَئي وَڃي.
ذهنَ ۾ ڇڪتاڻِ ٿيندي پَئي وَڃي.",Adil Soomro
"هر ڪو ماڻهو هتي وڃي وکري
بند شهرن ۾ ڇا رکيو آهي",Adil Soomro
"هي ته آهي پاڻ ٻن جو مامرو
تُون ٻين سان هي ڪَٿا ڇوٿي ڪرين.",Adil Soomro
"هڪڙو پيارُ سلامت رهندو
سارو سانگُ تَباهي آهي.",Adil Soomro
"حادثي ۾ هُو گُذاري ويو ڪَوي
سُڏڪندي هُن جي رهيو ڀرسان ڪِتابُ",Adil Soomro
"ڪنهن جي دل جو درُ کڙڪائي ڪين سگھيا
خُواب اسان جا پئسن ۾ جو اَٽڪي پَيا.",Adil Soomro
"ڳوٺ اجڙيل ۾ گُذاريم زندگي
رونقون مون لئه رهيون سڀُ اوپريُون.",Adil Soomro
"تنهنجون ٻانهون منهنجي لئه ڇوليون هيون
پـــــــــر ڪنارا دُور ٿيندا پَي ويا.",Adil Soomro
"دوستيءَ کي روشني سمجھي اسان
ڪلهه وياسين راههَ ۾ رُلجي اسان.",Adil Soomro
"راههَ پنهنجي راتِ ڪيئن روڪي سَگھي
ڏِسُ ٻنين ۾ روشني آهي اڃان.",Adil Soomro
"ساوڻَ جا برساتي سپُنا.
ٿي ويا ڄڻُ گھَر ڀاتي سپُنا.",Adil Soomro
"تو سِوا هر سازُ ٿو سُڏڪو لَڳي.
دردَ جو آوازُ ٿو هرڪولَڳي.",Adil Soomro
"واهُر بدران بيانَ ڇپيا هِن
ليکڪ جي بيماريءَ تي.",Adil Soomro
"عوامي آواز تي بندش
درٻارون ڳالهائن ٿيون",Adil Soomro
"ڌرتيءَ کان وڌ سچ نه ڪوئي
نظرن جو دوکو آڪاس",Adil Soomro
"غَزلُ ٿو لِکين ۽ پَرائي زَمين!
نئين ڳول پنهنجي تون ڪائي زَمين.",Adil Soomro
"”ڌرتيءَ تي گدلاڻ ڏسو ڪيئن ڦهلي آ“
جھوپَن ڀرسان ڪالهه نَوابن ڳالهايو.",Adil Soomro
"هڪڙو ئي لفظ توکي مون فون تي چيو
آئينءَ تون جَل پريءَ جيان ۽ مينهن ٿي وسيو.",Adil Soomro
